chr,pos,lod
1,0,1.0424854274943414
1,1,1.5969194864986207
1,1.303948733,1.7400548766345878
1,2,1.7189759394825046
1,2.575782374,1.6137442253128143
1,2.575825858,1.6137387651049266
1,3,1.4865676316006784
1,4,1.138077916836437
1,5,0.7668299389356434
1,5.270070937,0.6711856013619126
1,6,0.5487424143146882
1,7,0.37130802222054626
1,8,0.21368104995957538
1,8.043122333,0.20771062410460672
1,8.043165817,0.20770538390956972
1,9,0.05584844585354176
1,9.385070828,0.01958872191687533
1,9.385114312,0.019588716941143502
1,9.385157796,0.01958871859994815
1,10,0.016868038822735798
1,11,0.01208091562637037
1,12,0.007297618064910694
1,13,0.0032764392428248357
1,13.91880431,8.772478419132312e-4
1,14,0.0011115074425447347
1,14.94335527,0.005769888389522748
1,15,0.005662746654024886
1,16,0.0034776132192746445
1,16.21731197,0.0030110910605571917
1,17,0.007398266566781331
1,17.54875375,0.011423654056841315
1,18,0.003752722020294641
1,18.96900026,0.0019459042098901591
1,19,0.0026774721081892494
1,20,0.09644286833179194
1,20.43232528,0.1789647503481433
1,21,0.16963032246093235
1,21.82187594,0.1561250193275896
1,22,0.13821121832916106
1,23,0.056219274199577285
1,24,0.010667055378121404
1,24.45207865,0.0020753799980752774
1,25,0.0055534891026240985
1,25.66254301,0.010965879362515807
1,26,0.009095302466050725
1,26.80808778,0.005295595035363476
1,26.80813127,0.005295413710825869
1,26.80817475,0.005295234772290769
1,27,0.004211885623362832
1,28,5.400770052688131e-4
1,29,2.9782552167034737e-4
1,29.16231563,5.543623601056424e-4
1,30,0.019822164310994594
1,30.31575574,0.039442589872521694
1,31,0.036914980117558116
1,31.39854611,0.03544484869956932
1,32,0.06445084153193648
1,32.41046533,0.08478269234063873
1,33,0.0813323062096174
1,33.46986037,0.07856581737820534
1,34,0.05456305408915796
1,34.57141464,0.03180628504537708
1,35,0.03190358134327198
1,35.61904427,0.0320441353266574
1,35.61908775,0.0320446808858037
1,35.61913124,0.032045403135271044
1,36,0.026633865320661698
1,37,0.013677771406662487
1,38,0.004494509389473933
1,38.79074831,7.992458846501904e-4
1,39,8.022871773505358e-4
1,39.82757903,8.14299366254545e-4
1,40,8.14714474813627e-4
1,40.9291333,8.169371273538673e-4
1,41,0.0012834988198164865
1,42,0.018700991960429292
1,43,0.05253688496117093
1,43.1862095,0.05997024875671286
1,44,0.028186432134759798
1,44.26351794,0.01969921420504761
1,45,0.02595264601876579
1,45.36507222,0.02855941174777854
1,46,0.028435895363202235
1,46.53387462,0.028332155959446936
1,47,0.05842616617809426
1,47.43492096,0.0937268038449588
1,48,0.09368921098678129
1,48.30771544,0.09366868987450516
1,49,0.05512920299457846
1,49.43467868,0.033692010193703936
1,50,0.009332456141635248
1,50.58811879,5.7284523791167885e-9
1,50.58816227,5.729589247494005e-9
1,50.58820576,5.730896646127803e-9
1,50.58824924,5.728338692279067e-9
1,51,3.028344508493319e-8
1,51.70271172,3.588833692447224e-7
1,51.70275521,3.589047423702141e-7
1,52,8.792309409955124e-5
1,53,0.0014766771037102444
1,53.99528554,0.004282043683247139
1,54,0.0044072174669622655
1,55,0.07346739156679405
1,55.14869165,0.0904946264201385
1,56,0.05489641496637887
1,56.30218677,0.043232490071034135
1,57,0.043138026172243826
1,57.51579379,0.04306813834870127
1,58,0.045786374036765665
1,58.78748309,0.047068724385781024
1,59,0.049402635580065635
1,59.9716525,0.06052988707165241
1,59.9728012,0.06043351133041597
1,60,0.05816980779570713
1,61,0.004249132272661882
1,61.0731028,0.0027429456759477944
1,62,0.005412615152977196
1,62.11030964,0.005789387627658016
1,63,0.00921266089000028
1,63.14751648,0.009851684043439946
1,64,0.01387456330223813
1,64.2910876,0.01537986096889199
1,65,0.0028069494269971074
1,66,0.002583099939897693
1,67,0.02336937048994514
1,67.95942979,0.05913595570785901
1,68,0.05912857209989397
1,68.42108485,0.05905223534534798
1,68.87329051,0.058981136719523874
1,69,0.06701455604951434
1,70,0.14838633359721598
1,71,0.25195947483211967
1,71.07871647,0.26046643941822367
1,72,0.33612562852914607
1,72.17901807,0.3465645295695481
1,72.18016677,0.34662560312409596
1,72.18131547,0.3464976460785465
1,73,0.2457214845401836
1,73.28165103,0.20984364363710029
1,74,0.3623104973001432
1,74.38320531,0.44949239962312504
1,75,0.27332375520660435
1,75.51011358,0.14799216236809798
1,75.51015706,0.1479921722801123
1,76,0.14813709153327181
1,76.72602885,0.14835138737373654
1,76.72607234,0.14835138528934522
1,77,0.14828797567776064
1,77.94208831,0.14807107139273512
1,77.94213179,0.14807106232171918
1,78,0.14535846640620775
1,79,0.09975806645712737
1,79.02492216,0.09866276583284161
1,79.02496564,0.09866085879923503
1,79.02500913,0.0986589513393028
1,80,0.06003512300191005
1,80.08614192,0.05702306379595257
1,81,0.057031041225343415
1,81.14727471,0.05703233427584564
1,81.14731819,0.05703233405813535
1,82,0.06784980886351377
1,82.18046367,0.0689977434678326
1,83,0.06894854723407207
1,83.27488389,0.06893196370145915
1,84,0.06953984547249092
1,84.40179216,0.06721744972628585
1,85,0.05597534421991668
1,85.52870043,0.04398930738756235
1,86,0.011632599415975164
1,86.68219555,0.002321346445569361
1,87,0.0023113896302220382
1,87.92921275,0.0022825656612326384
1,88,0.0023319447549283723
1,89,0.0029187044178797805
1,89.27027159,0.003021729585157118
1,89.27110563,0.0030219981233585713
1,89.27193967,0.0030030734828869754
1,90,0.008952689639443179
1,90.6129433,0.0453779811667232
1,91,0.037407832193764534
1,91.95394693,0.018131069198147998
1,91.95478097,0.0181158198652156
1,91.95561502,0.01814621439717712
1,92,0.01979706398799408
1,93,0.07113400617703292
1,93.29661865,0.089642552174098
1,94,0.05976495937369464
1,94.60251326,0.03710323691399253
1,95,0.029797287704752762
1,95.87429177,0.015321583563149943
1,96,0.015317811463773978
1,97,0.01528805356531393
1,97.07464267,0.015285812976230773
1,98,1.1344251737455124e-4
1,98.20155094,1.8359670218615065e-4
1,98.20159442,1.835967818806239e-4
1,99,0.003926028908153967
1,100,0.01573685717130502
1,101,0.03540648700362681
1,101.7003408,0.05345621535263945
1,101.7003843,0.05345744622047732
1,102,0.05342866782279998
1,102.7948045,0.0533527108594285
1,103,0.05279211419008334
1,103.8891908,0.05036449500374829
1,103.8892343,0.05036437657173565
1,103.8892778,0.050364258139723006
1,103.8893212,0.05036413834642417
1,104,0.06029274751182356
1,104.922357,0.16425052312735033
1,105,0.15667265428857036
1,106,0.072883874333683707
1,107,0.019436744287986585
1,108,1.2977170541716987e-4
1,108.336585,9.156021844773932e-4
1,108.3366285,9.156204988585159e-4
1,109,0.0012193099506134786
1,109.3736029,0.001410117086891205
1,109.3736464,0.001410140143264016
1,109.3736899,0.0014101631829817052
1,110,6.998073513386771e-5
1,110.36508860000001,8.597286910116964e-5
1,111,0.004617094618765805
1,111.375538,0.012931203906873634
1,111.3768274,0.012966386168386634
1,112,0.013187534659550693
1,112.4100068,0.012752978753724165
1,113,0.013782126035721376
1,113.4431523,0.014578009265505898
1,114,0.08303834002316535
1,114.4763317,0.1843647665895105
1,115,0.18771012572392465
1,115.5836243,0.19137162554767428
1,115.5836678,0.19136902471586836
1,116,0.167048446761612
1,117,0.11369316899288151
1,117.2209745,0.10297047035908236
1,118,0.07974547296896617
1,118.9637535,0.05170522461355631
1,118.9646746,0.05173045200865545
1,119,0.05269782573742532
1,120,0.0783935190904117
1,120.2031365,0.08281359027688495
1,120.20318,0.08281359036720914
1,120.20322350000001,0.08281359036726599
1,120.203267,0.08281359067666472
1,121,0.1463474574650263
1,121.4427517,0.18473442301279874
1,122,0.13646036337900114
1,122.7145302,0.07749127174156456
1,123,0.07748912417315523
1,124,0.07748165203503277
1,124.0204248,0.07748149801722093
1,124.0204683,0.07748149785697933
1,125,0.07651620900804801
1,125.3262526,0.07416724045157252
1,126,0.15040186886125184
1,127,0.31693196394490997
1,128,0.5308431770071707
1,128.0995446,0.5536196461715122
1,129,0.348137626896289
1,129.4795242,0.24176339560062843
1,129.4803045,0.24166467019762194
1,130,0.17693132767982434
1,130.8593819,0.0856669113325097
1,131,0.082929863890854
1,132,0.058816486855334915
1,132.2393614,0.052327176101471196
1,133,0.05232124349140577
1,133.5708925,0.052316777218266
1,134,0.04847014672441219
1,134.844739,0.03701358339930039
1,135,0.03701409709435666
1,136,0.037017373547030274
1,136.2064413,0.0370180536093585
1,137,0.03699818196571414
1,137.5681436,0.03698381154583785
1,137.5681871,0.03698381054789479
1,138,0.03700986432869513
1,138.8006622,0.0370579812644678
1,138.8016702,0.03708653975877496
1,139,0.04273576720117944
1,139.9555423,0.06744853752877589
1,140,0.06744339570428792
1,141,0.06732874666033695
1,141.1575808,0.06731052994916809
1,142,0.03465720953636264
1,142.3989538,0.022223635584396106
1,143,0.007602623765478711
1,143.6094733,5.840061563162635e-4
1,144,1.6132990594996954e-5
1,145,0.0026247820149478684
1,146,0.011565399706910284
1,146.1684394,0.013625033951882415
1,146.1684828,0.013625033339053516
1,147,1.8198764792032307e-5
1,147.4423293,0.00516670554452503
1,148,0.001365345989825073
1,149,6.187404858337686e-4
1,149.350992,0.002050652753553095
1,150,0.006411212527893895
1,151,0.017305173160707454
1,151.3958697,0.02285559761884315
1,151.3962816,0.022861723562073166
1,152,0.01751417265620603
1,153,0.009380336028073089
1,154,0.0034522812396744484
1,154.2534968,0.002407611019975775
1,155,0.003595062871056598
1,155.5332457,0.004580607397826952
1,156,4.181603048891702e-5
1,156.7438883,0.016452357032164855
1,157,0.01576137746224049
1,157.9544968,0.012034937107898713
1,158,0.011879465344975415
1,159,0.008741972375958085
1,159.214549,0.00812847418291085
1,160,0.022494514708398583
1,160.2048204,0.027057404292918363
1,161,0.02693842174130623
1,161.1609791,0.026914195384449613
1,162,0.029555702381628635
1,162.2996375,0.030327413754378085
1,163,0.03166591458187895
1,163.4522896,0.03213173791471036
1,163.4532106,0.0321679935051975
1,164,0.05593861376695486
1,164.662776,0.08705755621656408
1,164.6628194,0.08705755097895462
1,164.6628629,0.08705754452131487
1,164.6629064,0.08705753815479511
1,165,0.0941759074526658
1,165.8085612,0.1121663577781078
1,166,0.1200096237314483
1,166.911478,0.14748348990508475
1,167,0.14986560119791648
1,167.9720908,0.17601976028475974
1,168,0.17678215419039134
1,168.7335928,0.19648727415392386
1,169,0.15972131964332448
1,169.5164801,0.092843242313279
1,170,0.09620972638697367
1,170.5619075,0.10019213680493522
1,171,0.10337027951356959
1,171.6225202,0.10795612571394031
1,172,0.09420073634896653
1,173,0.060707251572182486
1,173.7131763,0.04050053250387009
1,174,0.03343543507571667
1,174.6541265,0.019950993185773314
1,174.65417,0.01995110839897052
1,174.6542135,0.019951223702321386
1,175,0.01384483078430776
1,175.5867831,0.005862930137084277
1,176,0.002251503378943198
1,176.4994719,1.687124242266691e-4
1,177,6.558343753226836e-4
1,177.4192349,0.0013178804538256372
1,178,0.0026247955693747826
1,178.355592,0.0036567251063956974
1,178.3556355,0.003656859893624187
1,179,0.005895344998805285
1,179.2919925,0.0070963249215765245
1,180,0.008838180151940378
1,180.6362915,0.010370740478947482
1,181,0.01120780830763124
1,181.715571,0.012679572279012064
1,182,0.014827762980303305
1,182.2465427,0.015918211056714426
1,183,0.021663455791212982
1,184,0.029403037753070294
1,184.1285409,0.03034032023748523
1,184.1285844,0.03034051067254495
1,184.1286278,0.03034075675134318
1,185,0.03541596067873343
1,185.1451811,0.036295804776784735
1,186,0.04305949335258674
1,187,0.04993593211577263
1,187.4063498,0.052166232229239995
1,187.6857864,0.05219970082441705
1,188,0.03713744656641893
1,188.9065445,0.00737645612690585
1,189,0.008103954646287548
1,190,0.0180860563667693
1,190.0521443,0.01872494177405315
1,191,0.03174853055793392
1,191.090247,0.033154758319653865
1,191.0902905,0.03315544346133947
1,192,0.048417652406897105
1,192.1283933,0.0507220492567626
1,192.1284368,0.05072357144598527
1,193,0.08825981749043876
1,194,0.13295281842630402
1,194.3913292,0.14800123660694453
1,194.3913727,0.1480032167056038
1,195,0.1457031035018872
1,196,0.14142375372750848
1,196.799103,0.13761030073766278
1,197,0.13764633155176398
1,197.1362338,0.13767077292459362
1,198,0.15384122057969307
1,198.5162133,0.1567541773832204
1,199,0.17477569061048825
1,199.8962823,0.1939484724146041
1,200,0.1939488118592294
1,201,0.1939519701682002
1,201.1760653,0.1939525140905971
1,201.8510778,0.1910630585801414
1,202,0.19041341174545323
1,202.5054769,0.18818246476831746
1,202.5055204,0.1881822693061963
1,202.5055639,0.18818207521798058
1,202.5056074,0.1881818808456046
1,203,0.1500088603388008
1,203.5841679,0.1002378675594855
1,204,0.13576739862480736
1,204.6627834,0.18805713380834277
1,205,0.18648390150497107
1,205.8386964,0.1825108078842277
1,205.8387399,0.18251059327303665
1,206,0.19913667275443458
1,207,0.31036527573371586
1,208,0.41795713782181565
1,208.377098,0.4525534719084021
1,208.3771415,0.45255599512950084
1,208.377185,0.45255556671946806
1,209,0.44515530895023403
1,209.5029289,0.43321276888025295
1,210,0.41680354567392897
1,210.6064212,0.391916880653298
1,211,0.39240770807066383
1,211.7169389,0.3924335227534925
1,212,0.3463707375027525
1,212.7954655,0.20477222093302316
1,213,0.20652134460056004
1,214,0.2093459023391233
