chr,pos,lod
1,0,1.005967336168169
1,1,1.1633452053590077
1,1.303948733,1.1795336168411836
1,2,1.1264294778358703
1,2.575782374,1.0292030589811247
1,2.575825858,1.0292019449522058
1,3,0.8428989226034105
1,4,0.43875007595340776
1,5,0.1440643574966316
1,5.270070937,0.09067016602250533
1,6,0.052439492238477214
1,7,0.014623648166661951
1,8,1.3504644834938517e-4
1,8.043122333,4.905732834004084e-5
1,8.043165817,4.900789338080358e-5
1,9,0.0062370053566951356
1,9.385070828,0.012941574525768829
1,9.385114312,0.012941579534640368
1,9.385157796,0.012941577765559487
1,10,0.012714231117683994
1,11,0.011971744605943968
1,12,0.010700232967337797
1,13,0.008946358218679507
1,13.91880431,0.007088066114818048
1,14,0.007295942676535105
1,14.94335527,0.009803016929879504
1,15,0.010126257513263681
1,16,0.014725662712180565
1,16.21731197,0.015340552665577434
1,17,0.01742647371207795
1,17.54875375,0.01879558252392144
1,18,0.015772811095700945
1,18.96900026,0.00878467443436648
1,19,0.009165363090858136
1,20,0.025760089842037814
1,20.43232528,0.03472499355899572
1,21,0.036194868314225914
1,21.82187594,0.03826968186012891
1,22,0.03755241408470056
1,23,0.03253585758687905
1,24,0.02652742125792429
1,24.45207865,0.023761689759169258
1,25,0.01240954905927083
1,25.66254301,0.003416590406288833
1,26,0.004173636840675954
1,26.80808778,0.006277879911181117
1,26.80813127,0.0062780027554367734
1,26.80817475,0.006278129096529028
1,27,0.0067994578257071225
1,28,0.009522535330461324
1,29,0.011950543652687884
1,29.16231563,0.01229492348045369
1,30,0.06665326804215965
1,30.31575574,0.0947263137934442
1,31,0.0997251850850489
1,31.39854611,0.10262870994159812
1,32,0.1800123738358934
1,32.41046533,0.23325754320262604
1,33,0.23902007401812853
1,33.46986037,0.24344311956758702
1,34,0.25607370902503135
1,34.57141464,0.2549653133423817
1,35,0.2549635979830782
1,35.61904427,0.2549608117849971
1,35.61908775,0.25496103205779264
1,35.61913124,0.25496290008589995
1,36,0.25902868036763493
1,37,0.25808090077663337
1,38,0.24019539420856972
1,38.79074831,0.2171912547760826
1,39,0.21722411895757432
1,39.82757903,0.21735312580352684
1,40,0.21735484440756636
1,40.9291333,0.21736403785087077
1,41,0.2255427713709537
1,42,0.34493526798877383
1,43,0.454979253694205
1,43.1862095,0.47274151596462843
1,44,0.347875845203248
1,44.26351794,0.30303447998136335
1,45,0.32302284948031
1,45.36507222,0.3225086782180142
1,46,0.32250346772025296
1,46.53387462,0.32249876491357554
1,47,0.3148063999583428
1,47.43492096,0.29183449134853845
1,48,0.2918664368407349
1,48.30771544,0.29188387193545395
1,49,0.3363999392412893
1,49.43467868,0.3518619247557808
1,50,0.2431159054397085
1,50.58811879,0.1375723992003941
1,50.58816227,0.1375723960744608
1,50.58820576,0.1375723936538975
1,50.58824924,0.13757239850383485
1,51,0.13755914646554857
1,51.70271172,0.137536512865438
1,51.70275521,0.13753651335986206
1,52,0.13875000898030976
1,53,0.1386361728299903
1,53.99528554,0.13259759272693827
1,54,0.1321499910209809
1,55,0.04573789701771602
1,55.14869165,0.035733804431799854
1,56,0.013679419122979652
1,56.30218677,0.00817507023947428
1,57,0.008158600606009259
1,57.51579379,0.008146414590100903
1,58,3.902158596247318e-7
1,58.78748309,0.019691965481456464
1,59,0.019266937397333095
1,59.9716525,0.01731845523448783
1,59.9728012,0.017268357008219937
1,60,0.016102333697631366
1,61,0.0015516863312541318
1,61.0731028,0.0026185512330698657
1,62,0.003348054337607209
1,62.11030964,0.003439888995842466
1,63,0.0042045663382737075
1,63.14751648,0.004336599049054257
1,64,0.005115729452086271
1,64.2910876,0.0053891940811467975
1,65,0.023334521705635325
1,66,0.07021344882207359
1,67,0.1376053686910268
1,67.95942979,0.2123949327908008
1,68,0.21240171188054546
1,68.42108485,0.21247178073929263
1,68.87329051,0.212535683773865
1,69,0.21500782253889383
1,70,0.22638652720115715
1,71,0.22020741014341638
1,71.07871647,0.21895121594030797
1,72,0.22791464506474313
1,72.17901807,0.22577864137042525
1,72.18016677,0.2257607441719074
1,72.18131547,0.2254861023786816
1,73,0.06760039909119087
1,73.28165103,0.034137008888478704
1,74,0.03357665604653448
1,74.38320531,0.0320556674718091
1,75,0.00451429306292539
1,75.51011358,8.960051642361577e-4
1,75.51015706,8.960054976796528e-4
1,76,8.99799968010484e-4
1,76.72602885,9.054248101847406e-4
1,76.72607234,9.054247555013717e-4
1,77,9.11823983017257e-4
1,77.94208831,9.338636732536543e-4
1,77.94213179,9.338645734260353e-4
1,78,8.640039816327771e-4
1,79,8.262515200385678e-5
1,79.02492216,7.357488323123107e-5
1,79.02496564,7.355952135412736e-5
1,79.02500913,7.354415760119082e-5
1,80,1.1984746782900402e-4
1,80.08614192,1.594181259179095e-4
1,81,1.557661717015435e-4
1,81.14727471,1.55177227668446e-4
1,81.14731819,1.5517713950430334e-4
1,82,0.042978187479832286
1,82.18046367,0.06159991025782574
1,83,0.061629709308760994
1,83.27488389,0.06163975542784783
1,84,0.07233795921132469
1,84.40179216,0.075592210537365645
1,85,0.07126140778848367
1,85.52870043,0.06384405138493321
1,86,0.0272984801646885
1,86.68219555,8.314171764141065e-4
1,87,8.382445480492606e-4
1,87.92921275,8.582459200852099e-4
1,88,7.565504761259945e-4
1,89,1.0179030596191296e-7
1,89.27027159,5.405645367773104e-5
1,89.27110563,5.4404385934958555e-5
1,89.27193967,5.2188428583122004e-5
1,90,0.015275333882073028
1,90.6129433,0.051137916445213705
1,91,0.07058852152562167
1,91.95394693,0.12594969699046032
1,91.95478097,0.12599922878501957
1,91.95561502,0.12603829037448122
1,92,0.12810591571172836
1,93,0.16649516083327853
1,93.29661865,0.17393989102129126
1,94,0.18524205257961057
1,94.60251326,0.18487481303111508
1,95,0.1873055774036061
1,95.87429177,0.17856350464887782
1,96,0.1785690214115334
1,97,0.1786124559512814
1,97.07464267,0.17861572005944026
1,98,0.1919903512701353
1,98.20155094,0.19138806015951104
1,98.20159442,0.1913880607019678
1,99,0.16347779333869994
1,100,0.12864838670321888
1,101,0.09568566317454952
1,101.7003408,0.07463636698088294
1,101.7003843,0.07463511111768639
1,102,0.0746352732716673
1,102.7948045,0.07463566341999694
1,103,0.07459990241159176
1,103.8891908,0.07439877061227662
1,103.8892343,0.07439875860234224
1,103.8892778,0.07439874659212364
1,103.8893212,0.07439873431678734
1,104,0.07532293946468371
1,104.922357,0.07568257400237144
1,105,0.07882545868278612
1,106,0.12336145644809449
1,107,0.1727537778824626
1,108,0.22153750053030308
1,108.336585,0.23704233753733206
1,108.3366285,0.23704229898464746
1,109,0.23615793968525622
1,109.3736029,0.2356050747257541
1,109.3736464,0.23560500991584377
1,109.3736899,0.23560494520199882
1,110,0.23960059340475937
1,110.36508860000001,0.23308736264164054
1,111,0.4601870339066636
1,111.375538,0.6170183464590764
1,111.3768274,0.6175682474340078
1,112,0.42951606866961356
1,112.4100068,0.30545142297523853
1,113,0.3040631849276565
1,113.4431523,0.3029228762770231
1,114,0.3950312739358992
1,114.4763317,0.4629492056608342
1,115,0.4608443473745183
1,115.5836243,0.4582773761465546
1,115.5836678,0.4582754711736925
1,116,0.4395024465842994
1,117,0.39000125965986854
1,117.2209745,0.37833869866108216
1,118,0.26429421981129053
1,118.9637535,0.1435186787472844
1,118.9646746,0.14353431010545137
1,119,0.14412173876610268
1,120,0.1502642952823976
1,120.2031365,0.14906782500588633
1,120.20318,0.1490678249721782
1,120.20322350000001,0.1490678249721782
1,120.203267,0.14906782493903847
1,121,0.13685952207424634
1,121.4427517,0.1251061990803919
1,122,0.1097647043702068
1,122.7145302,0.08492362925181851
1,123,0.08492257254266633
1,124,0.08491889577868506
1,124.0204248,0.08491881999043471
1,124.0204683,0.08491882029102271
1,125,0.10229208847283644
